"kWh","month","day","hour","Day.of.Week","weekday","Peakhour","temperature"
78.405,"1","1","0","3","1","0",23
76.425,"1","1","1","3","1","0",21.9
78.015,"1","1","2","3","1","0",21.9
78.12,"1","1","3","3","1","0",21.9
77.535,"1","1","4","3","1","0",21
104.099999,"1","1","5","3","1","0",21
158.264998,"1","1","6","3","1","0",21
249.164995,"1","1","7","3","1","1",19.9
240.524994,"1","1","8","3","1","1",23
224.069994,"1","1","9","3","1","1",24.1
223.394993,"1","1","10","3","1","1",26.1
215.039996,"1","1","11","3","1","1",26.1
210.675,"1","1","12","3","1","1",27
196.049998,"1","1","13","3","1","1",28
196.559993,"1","1","14","3","1","1",27
151.829996,"1","1","15","3","1","1",27
103.739998,"1","1","16","3","1","1",26.1
99.584999,"1","1","17","3","1","1",25
97.589998,"1","1","18","3","1","1",24.1
91.47,"1","1","19","3","1","0",24.1
93.6,"1","1","20","3","1","0",23
79.35,"1","1","21","3","1","0",21.9
76.44,"1","1","22","3","1","0",23
78.975,"1","1","23","3","1","0",23
78.66,"1","2","0","4","1","0",21
77.385,"1","2","1","4","1","0",21.2
79.485,"1","2","2","4","1","0",19.4
83.685,"1","2","3","4","1","0",19.4
162.194999,"1","2","4","4","1","0",19.4
170.474997,"1","2","5","4","1","0",19.4
205.874997,"1","2","6","4","1","0",19.4
264.044997,"1","2","7","4","1","1",19.4
263.534995,"1","2","8","4","1","1",19.4
269.009995,"1","2","9","4","1","1",24.1
80.82,"1","2","10","4","1","1",26.6
33.45,"1","2","11","4","1","1",24.8
24.825,"1","2","12","4","1","1",24.1
28.995,"1","2","13","4","1","1",24.8
20.775,"1","2","14","4","1","1",19.9
6,"1","2","15","4","1","1",15.8
6.065,"1","2","16","4","1","1",12.2
6.13,"1","2","17","4","1","1",10.4
6.195,"1","2","18","4","1","1",8.1
6.26,"1","2","19","4","1","0",6.1
6.325,"1","2","20","4","1","0",6.8
6.39,"1","2","21","4","1","0",5
6.455,"1","2","22","4","1","0",3.2
6.52,"1","2","23","4","1","0",3.2
6.585,"1","3","0","5","1","0",1.4
6.65,"1","3","1","5","1","0",1.9
6.715,"1","3","2","5","1","0",1.9
6.78,"1","3","3","5","1","0",1.9
6.845,"1","3","4","5","1","0",1.4
6.91,"1","3","5","5","1","0",3.2
6.975,"1","3","6","5","1","0",3.2
50.79,"1","3","7","5","1","1",3.9
51.945,"1","3","8","5","1","1",5
40.275,"1","3","9","5","1","1",6.1
41.1,"1","3","10","5","1","1",8.6
40.995,"1","3","11","5","1","1",8.6
40.095,"1","3","12","5","1","1",12
39.06,"1","3","13","5","1","1",14
37.785,"1","3","14","5","1","1",14
20.295,"1","3","15","5","1","1",12.9
19.9710483870968,"1","3","16","5","1","1",10.9
19.6470967741935,"1","3","17","5","1","1",9
19.3231451612903,"1","3","18","5","1","1",7
18.9991935483871,"1","3","19","5","1","0",6.1
18.6752419354839,"1","3","20","5","1","0",5
18.3512903225806,"1","3","21","5","1","0",3.9
18.0273387096774,"1","3","22","5","1","0",3.9
17.7033870967742,"1","3","23","5","1","0",3.9
17.379435483871,"1","4","0","6","0","0",3.9
17.0554838709677,"1","4","1","6","0","0",3.9
16.7315322580645,"1","4","2","6","0","0",3
16.4075806451613,"1","4","3","6","0","0",3.9
16.0836290322581,"1","4","4","6","0","0",3
15.7596774193548,"1","4","5","6","0","0",1.9
15.4357258064516,"1","4","6","6","0","0",1.9
15.1117741935484,"1","4","7","6","0","1",3
14.7878225806452,"1","4","8","6","0","1",7
14.4638709677419,"1","4","9","6","0","1",10
14.1399193548387,"1","4","10","6","0","1",14
13.8159677419355,"1","4","11","6","0","1",19
13.4920161290323,"1","4","12","6","0","1",21
13.168064516129,"1","4","13","6","0","1",23
12.8441129032258,"1","4","14","6","0","1",24.1
12.5201612903226,"1","4","15","6","0","1",25
12.1962096774194,"1","4","16","6","0","1",26.1
11.8722580645161,"1","4","17","6","0","1",26.1
11.5483064516129,"1","4","18","6","0","1",27
11.2243548387097,"1","4","19","6","0","0",27
10.9004032258065,"1","4","20","6","0","0",26.1
10.5764516129032,"1","4","21","6","0","0",27
10.2525,"1","4","22","6","0","0",27
9.92854838709678,"1","4","23","6","0","0",27
9.60459677419355,"1","5","0","0","0","0",27
9.28064516129032,"1","5","1","0","0","0",26.1
8.9566935483871,"1","5","2","0","0","0",25
8.63274193548387,"1","5","3","0","0","0",25
8.30879032258064,"1","5","4","0","0","0",26.1
7.98483870967742,"1","5","5","0","0","0",25
7.66088709677419,"1","5","6","0","0","0",25
7.33693548387097,"1","5","7","0","0","1",24.1
7.01298387096774,"1","5","8","0","0","1",27
6.68903225806452,"1","5","9","0","0","1",27
6.36508064516129,"1","5","10","0","0","1",30
6.04112903225806,"1","5","11","0","0","1",34
5.71717741935484,"1","5","12","0","0","1",36
5.39322580645161,"1","5","13","0","0","1",36
5.06927419354839,"1","5","14","0","0","1",36
4.74532258064516,"1","5","15","0","0","1",35.1
4.42137096774194,"1","5","16","0","0","1",33.8
4.09741935483871,"1","5","17","0","0","1",36
3.77346774193548,"1","5","18","0","0","1",35.6
3.44951612903226,"1","5","19","0","0","0",36
3.12556451612903,"1","5","20","0","0","0",37.4
2.80161290322581,"1","5","21","0","0","0",37.4
2.47766129032258,"1","5","22","0","0","0",37.4
2.15370967741936,"1","5","23","0","0","0",37.4
1.82975806451613,"1","6","0","1","1","0",39
1.50580645161291,"1","6","1","1","1","0",37.4
1.18185483870968,"1","6","2","1","1","0",37.4
0.857903225806453,"1","6","3","1","1","0",43
0.533951612903227,"1","6","4","1","1","0",44.1
0.21,"1","6","5","1","1","0",44.6
1.35,"1","6","6","1","1","0",46.9
51.075,"1","6","7","1","1","1",48.2
90.764999,"1","6","8","1","1","1",48.2
95.609999,"1","6","9","1","1","1",51.1
89.894999,"1","6","10","1","1","1",51.8
82.005,"1","6","11","1","1","1",53.6
75.51,"1","6","12","1","1","1",55.4
64.125,"1","6","13","1","1","1",53.6
51.21,"1","6","14","1","1","1",53.6
23.55,"1","6","15","1","1","1",48
0.15,"1","6","16","1","1","1",45
0.525,"1","6","17","1","1","1",41
0.9,"1","6","18","1","1","1",39.2
1.275,"1","6","19","1","1","0",35.1
1.65,"1","6","20","1","1","0",33.1
2.025,"1","6","21","1","1","0",32
2.4,"1","6","22","1","1","0",30.9
2.775,"1","6","23","1","1","0",28.9
3.15,"1","7","0","2","1","0",28
3.525,"1","7","1","2","1","0",27
3.9,"1","7","2","2","1","0",26.1
4.275,"1","7","3","2","1","0",19.9
4.65,"1","7","4","2","1","0",17.1
5.025,"1","7","5","2","1","0",15.1
5.4,"1","7","6","2","1","0",12.9
71.97,"1","7","7","2","1","1",12
105.059999,"1","7","8","2","1","1",12.9
75.42,"1","7","9","2","1","1",14
109.439995,"1","7","10","2","1","1",15.1
94.425,"1","7","11","2","1","1",15.1
87.21,"1","7","12","2","1","1",16
82.29,"1","7","13","2","1","1",15.1
79.59,"1","7","14","2","1","1",15.1
40.05,"1","7","15","2","1","1",12.9
38.318,"1","7","16","2","1","1",12
36.586,"1","7","17","2","1","1",10.9
34.854,"1","7","18","2","1","1",10
33.122,"1","7","19","2","1","0",10
31.39,"1","7","20","2","1","0",10
29.658,"1","7","21","2","1","0",10
27.926,"1","7","22","2","1","0",10
26.194,"1","7","23","2","1","0",10
24.462,"1","8","0","3","1","0",9
22.73,"1","8","1","3","1","0",8.1
20.998,"1","8","2","3","1","0",8.1
19.266,"1","8","3","3","1","0",8.1
17.534,"1","8","4","3","1","0",8.1
15.802,"1","8","5","3","1","0",8.1
14.07,"1","8","6","3","1","0",7
106.019999,"1","8","7","3","1","1",8.1
135.809997,"1","8","8","3","1","1",10.9
142.215,"1","8","9","3","1","1",14
152.534997,"1","8","10","3","1","1",17.1
101.205,"1","8","11","3","1","1",19.9
84.63,"1","8","12","3","1","1",21.9
77.295,"1","8","13","3","1","1",21
72.3,"1","8","14","3","1","1",21.9
40.65,"1","8","15","3","1","1",21
0.03,"1","8","16","3","1","1",19.9
1.49142857142857,"1","8","17","3","1","1",19.9
2.95285714285714,"1","8","18","3","1","1",19.9
4.41428571428571,"1","8","19","3","1","0",19
5.87571428571428,"1","8","20","3","1","0",19
7.33714285714286,"1","8","21","3","1","0",19
8.79857142857143,"1","8","22","3","1","0",19
10.26,"1","8","23","3","1","0",19.9
11.7214285714286,"1","9","0","4","1","0",19.9
13.1828571428571,"1","9","1","4","1","0",19.9
14.6442857142857,"1","9","2","4","1","0",19
16.1057142857143,"1","9","3","4","1","0",19.9
17.5671428571429,"1","9","4","4","1","0",19.9
19.0285714285714,"1","9","5","4","1","0",19
20.49,"1","9","6","4","1","0",19
110.354999,"1","9","7","4","1","1",19.9
127.019998,"1","9","8","4","1","1",21.9
241.919994,"1","9","9","4","1","1",24.1
308.579991,"1","9","10","4","1","1",26.1
303.929994,"1","9","11","4","1","1",26.1
292.844992,"1","9","12","4","1","1",28
286.304993,"1","9","13","4","1","1",30
86.64,"1","9","14","4","1","1",30
45.87,"1","9","15","4","1","1",28.9
44.0325,"1","9","16","4","1","1",27
42.195,"1","9","18","4","1","1",25
40.3575,"1","9","19","4","1","0",23
38.52,"1","9","20","4","1","0",21.9
36.6825,"1","9","21","4","1","0",21.9
34.845,"1","9","22","4","1","0",19
33.0075,"1","9","23","4","1","0",19
31.17,"1","10","0","5","1","0",19
29.3325,"1","10","1","5","1","0",19
27.495,"1","10","2","5","1","0",19
25.6575,"1","10","3","5","1","0",19.9
23.82,"1","10","4","5","1","0",21.9
21.9825,"1","10","5","5","1","0",24.1
20.145,"1","10","6","5","1","0",24.1
93.044999,"1","10","7","5","1","1",24.8
126.479999,"1","10","8","5","1","1",24.8
125.699994,"1","10","9","5","1","1",26.6
115.29,"1","10","10","5","1","1",26.6
95.64,"1","10","11","5","1","1",28.4
92.31,"1","10","12","5","1","1",30.9
70.065,"1","10","13","5","1","1",32
37.905,"1","10","14","5","1","1",32
13.455,"1","10","15","5","1","1",32
13.605,"1","10","16","5","1","1",33.8
13.755,"1","10","17","5","1","1",33.8
13.905,"1","10","18","5","1","1",35.6
14.055,"1","10","19","5","1","0",35.1
14.205,"1","10","20","5","1","0",35.1
14.355,"1","10","21","5","1","0",35.6
14.505,"1","10","22","5","1","0",33.8
14.655,"1","10","23","5","1","0",35.1
14.805,"1","11","0","6","0","0",34
14.955,"1","11","1","6","0","0",34
15.105,"1","11","2","6","0","0",35.6
15.255,"1","11","3","6","0","0",35.6
15.405,"1","11","4","6","0","0",35.1
15.555,"1","11","5","6","0","0",36
15.705,"1","11","6","6","0","0",35.6
15.855,"1","11","7","6","0","1",39.2
16.005,"1","11","8","6","0","1",46
16.155,"1","11","9","6","0","1",46.4
16.305,"1","11","10","6","0","1",54
16.455,"1","11","11","6","0","1",53.6
16.605,"1","11","12","6","0","1",57.2
16.755,"1","11","13","6","0","1",55.9
16.905,"1","11","14","6","0","1",54
17.055,"1","11","15","6","0","1",55.4
17.205,"1","11","16","6","0","1",55.4
17.355,"1","11","17","6","0","1",57
17.505,"1","11","18","6","0","1",55.9
17.655,"1","11","19","6","0","0",55.4
17.805,"1","11","20","6","0","0",55.4
17.955,"1","11","21","6","0","0",55.9
18.105,"1","11","22","6","0","0",50
18.255,"1","11","23","6","0","0",53.1
18.405,"1","12","0","0","0","0",54
18.555,"1","12","1","0","0","0",52
18.705,"1","12","2","0","0","0",50
18.855,"1","12","3","0","0","0",46.9
19.005,"1","12","4","0","0","0",46
19.155,"1","12","5","0","0","0",44.1
19.305,"1","12","6","0","0","0",43
19.455,"1","12","7","0","0","1",42.1
19.605,"1","12","8","0","0","1",43
19.755,"1","12","9","0","0","1",44.1
19.905,"1","12","10","0","0","1",45
20.055,"1","12","11","0","0","1",46.9
20.205,"1","12","12","0","0","1",45
20.355,"1","12","13","0","0","1",45
20.505,"1","12","14","0","0","1",45
20.655,"1","12","15","0","0","1",44.1
20.805,"1","12","16","0","0","1",43
20.955,"1","12","17","0","0","1",42.1
21.105,"1","12","18","0","0","1",41
21.255,"1","12","19","0","0","0",39.9
21.405,"1","12","20","0","0","0",39.9
21.555,"1","12","21","0","0","0",39.9
21.705,"1","12","22","0","0","0",37.9
21.855,"1","12","23","0","0","0",37.9
22.005,"1","13","0","1","1","0",37
22.155,"1","13","1","1","1","0",37
22.305,"1","13","2","1","1","0",37
22.455,"1","13","3","1","1","0",34
22.605,"1","13","4","1","1","0",33.1
22.755,"1","13","5","1","1","0",30.9
22.905,"1","13","6","1","1","0",30.9
104.789997,"1","13","7","1","1","1",33.1
135.419997,"1","13","8","1","1","1",37
128.789997,"1","13","9","1","1","1",41
128.474997,"1","13","10","1","1","1",44.1
102.284999,"1","13","11","1","1","1",46.9
95.234999,"1","13","12","1","1","1",50
85.89,"1","13","13","1","1","1",48.9
73.815,"1","13","14","1","1","1",48.9
31.14,"1","13","15","1","1","1",46.9
0.045,"1","13","16","1","1","1",45
5.48399986666667,"1","13","17","1","1","1",46
10.9229997333333,"1","13","18","1","1","1",45
16.3619996,"1","13","19","1","1","0",45
21.8009994666667,"1","13","20","1","1","0",44.1
27.2399993333333,"1","13","21","1","1","0",46.9
32.6789992,"1","13","22","1","1","0",46.9
38.1179990666667,"1","13","23","1","1","0",48
43.5569989333333,"1","14","0","2","1","0",48.9
48.9959988,"1","14","1","2","1","0",48
54.4349986666667,"1","14","2","2","1","0",48
59.8739985333333,"1","14","3","2","1","0",46.9
65.3129984,"1","14","4","2","1","0",45
70.7519982666667,"1","14","5","2","1","0",44.1
76.1909981333333,"1","14","6","2","1","0",46.9
81.629998,"1","14","7","2","1","1",48
101.039993,"1","14","8","2","1","1",46.9
92.205,"1","14","9","2","1","1",46.9
91.979999,"1","14","10","2","1","1",48
81.765,"1","14","11","2","1","1",48
63.36,"1","14","12","2","1","1",48.2
63.27,"1","14","13","2","1","1",48.2
53.355,"1","14","14","2","1","1",46.4
23.655,"1","14","15","2","1","1",48.2
0.24,"1","14","16","2","1","1",46.4
0.721071428571428,"1","14","17","2","1","1",46.4
1.20214285714286,"1","14","18","2","1","1",46.4
1.68321428571429,"1","14","19","2","1","0",46.9
2.16428571428571,"1","14","20","2","1","0",46.4
2.64535714285714,"1","14","21","2","1","0",46.4
3.12642857142857,"1","14","22","2","1","0",44.6
3.6075,"1","14","23","2","1","0",44.6
4.08857142857143,"1","15","0","3","1","0",43
4.56964285714286,"1","15","1","3","1","0",43
5.05071428571429,"1","15","2","3","1","0",42.1
5.53178571428571,"1","15","3","3","1","0",41
6.01285714285714,"1","15","4","3","1","0",39
6.49392857142857,"1","15","5","3","1","0",37
6.975,"1","15","6","3","1","0",36
59.565,"1","15","7","3","1","1",37
89.114999,"1","15","8","3","1","1",39
95.624999,"1","15","9","3","1","1",42.1
109.274998,"1","15","10","3","1","1",44.1
79.74,"1","15","11","3","1","1",46
68.895,"1","15","12","3","1","1",46
59.325,"1","15","13","3","1","1",46.9
49.245,"1","15","14","3","1","1",46
18.33,"1","15","15","3","1","1",44.1
17.399,"1","15","16","3","1","1",42.1
16.468,"1","15","17","3","1","1",39.9
15.537,"1","15","18","3","1","1",39.9
14.606,"1","15","19","3","1","0",42.1
13.675,"1","15","20","3","1","0",39
12.744,"1","15","21","3","1","0",37.9
11.813,"1","15","22","3","1","0",39
10.882,"1","15","23","3","1","0",35.6
9.951,"1","16","0","4","1","0",36
9.02,"1","16","1","4","1","0",35.6
8.089,"1","16","2","4","1","0",35.6
7.158,"1","16","3","4","1","0",36
6.227,"1","16","4","4","1","0",33.8
5.296,"1","16","5","4","1","0",33.8
4.365,"1","16","6","4","1","0",35.6
88.934999,"1","16","7","4","1","1",33.8
92.22,"1","16","8","4","1","1",35.6
96.779999,"1","16","9","4","1","1",37.4
99.914999,"1","16","10","4","1","1",39
66.48,"1","16","11","4","1","1",37.9
66.27,"1","16","12","4","1","1",37.4
57.285,"1","16","13","4","1","1",37.4
50.31,"1","16","14","4","1","1",39
23.4,"1","16","15","4","1","1",37.4
22.445,"1","16","16","4","1","1",39.2
21.49,"1","16","17","4","1","1",37.9
20.535,"1","16","18","4","1","1",37.4
19.58,"1","16","19","4","1","0",37.9
18.625,"1","16","20","4","1","0",37.4
17.67,"1","16","21","4","1","0",37.9
16.715,"1","16","22","4","1","0",37.4
15.76,"1","16","23","4","1","0",37.9
14.805,"1","17","0","5","1","0",37
13.85,"1","17","1","5","1","0",37.4
12.895,"1","17","2","5","1","0",37
11.94,"1","17","3","5","1","0",37.4
10.985,"1","17","4","5","1","0",37.4
10.03,"1","17","5","5","1","0",37.4
9.075,"1","17","6","5","1","0",36
81.524998,"1","17","7","5","1","1",35.6
106.109999,"1","17","8","5","1","1",37.9
95.474998,"1","17","9","5","1","1",39
94.589998,"1","17","10","5","1","1",39.9
72.78,"1","17","11","5","1","1",42.1
66.015,"1","17","12","5","1","1",44.1
63,"1","17","13","5","1","1",45
49.74,"1","17","14","5","1","1",45
17.13,"1","17","15","5","1","1",44.1
17.0278571428571,"1","17","16","5","1","1",42.1
16.9257142857143,"1","17","17","5","1","1",39
16.8235714285714,"1","17","18","5","1","1",37.9
16.7214285714286,"1","17","19","5","1","0",36
16.6192857142857,"1","17","20","5","1","0",34
16.5171428571429,"1","17","21","5","1","0",35.1
16.415,"1","17","22","5","1","0",34
16.3128571428571,"1","17","23","5","1","0",34
16.2107142857143,"1","18","0","6","0","0",34
16.1085714285714,"1","18","1","6","0","0",34
16.0064285714286,"1","18","2","6","0","0",35.1
15.9042857142857,"1","18","3","6","0","0",35.1
15.8021428571429,"1","18","4","6","0","0",36
15.7,"1","18","5","6","0","0",35.6
15.5978571428571,"1","18","6","6","0","0",36
15.4957142857143,"1","18","7","6","0","1",37.4
15.3935714285714,"1","18","8","6","0","1",37.4
15.2914285714286,"1","18","9","6","0","1",37.9
15.1892857142857,"1","18","10","6","0","1",37.4
15.0871428571429,"1","18","11","6","0","1",37.4
14.985,"1","18","12","6","0","1",35.6
14.8828571428571,"1","18","13","6","0","1",33.8
14.7807142857143,"1","18","14","6","0","1",33.1
14.6785714285714,"1","18","15","6","0","1",33.8
14.5764285714286,"1","18","16","6","0","1",34
14.4742857142857,"1","18","17","6","0","1",33.1
14.3721428571429,"1","18","18","6","0","1",34
14.27,"1","18","19","6","0","0",34
14.1678571428571,"1","18","20","6","0","0",34
14.0657142857143,"1","18","21","6","0","0",33.8
13.9635714285714,"1","18","22","6","0","0",33.1
13.8614285714286,"1","18","23","6","0","0",33.8
13.7592857142857,"1","19","0","0","0","0",33.8
13.6571428571429,"1","19","1","0","0","0",33.1
13.555,"1","19","2","0","0","0",33.8
13.4528571428571,"1","19","3","0","0","0",33.1
13.3507142857143,"1","19","4","0","0","0",33.8
13.2485714285714,"1","19","5","0","0","0",33.1
13.1464285714286,"1","19","6","0","0","0",32
13.0442857142857,"1","19","7","0","0","1",32
12.9421428571429,"1","19","8","0","0","1",30.2
12.84,"1","19","9","0","0","1",30.2
12.7378571428571,"1","19","10","0","0","1",30.2
12.6357142857143,"1","19","11","0","0","1",30.2
12.5335714285714,"1","19","12","0","0","1",32
12.4314285714286,"1","19","13","0","0","1",33.1
12.3292857142857,"1","19","14","0","0","1",34
12.2271428571429,"1","19","15","0","0","1",34
12.125,"1","19","16","0","0","1",34
12.0228571428571,"1","19","17","0","0","1",33.1
11.9207142857143,"1","19","18","0","0","1",32
11.8185714285714,"1","19","19","0","0","0",30.9
11.7164285714286,"1","19","20","0","0","0",30.9
11.6142857142857,"1","19","21","0","0","0",30.9
11.5121428571429,"1","19","22","0","0","0",30.9
11.41,"1","19","23","0","0","0",30.9
11.3078571428571,"1","20","0","1","1","0",30.9
11.2057142857143,"1","20","1","1","1","0",32
11.1035714285714,"1","20","2","1","1","0",32
11.0014285714286,"1","20","3","1","1","0",33.1
10.8992857142857,"1","20","4","1","1","0",33.1
10.7971428571429,"1","20","5","1","1","0",33.1
10.695,"1","20","6","1","1","0",34
62.31,"1","20","7","1","1","1",34
65.535,"1","20","8","1","1","1",35.1
67.185,"1","20","9","1","1","1",36
67.44,"1","20","10","1","1","1",37
47.685,"1","20","11","1","1","1",37.9
40.86,"1","20","12","1","1","1",39
24.825,"1","20","13","1","1","1",39.9
15.3,"1","20","14","1","1","1",41
8.19,"1","20","15","1","1","1",41
9.094,"1","20","16","1","1","1",39.9
9.998,"1","20","17","1","1","1",39.9
10.902,"1","20","18","1","1","1",36
11.806,"1","20","19","1","1","0",36
12.71,"1","20","20","1","1","0",35.1
13.614,"1","20","21","1","1","0",32
14.518,"1","20","22","1","1","0",28.9
15.422,"1","20","23","1","1","0",27
16.326,"1","21","0","2","1","0",23
17.23,"1","21","1","2","1","0",21.9
18.134,"1","21","2","2","1","0",19.9
19.038,"1","21","3","2","1","0",18
19.942,"1","21","4","2","1","0",16
20.846,"1","21","5","2","1","0",15.1
21.75,"1","21","6","2","1","0",14
120.674998,"1","21","7","2","1","1",12.9
131.549999,"1","21","8","2","1","1",14
138.224997,"1","21","9","2","1","1",15.1
97.994998,"1","21","10","2","1","1",15.1
91.44,"1","21","11","2","1","1",15.1
90.539999,"1","21","12","2","1","1",16
83.25,"1","21","13","2","1","1",16
77.805,"1","21","14","2","1","1",16
38.76,"1","21","15","2","1","1",15.1
0.045,"1","21","16","2","1","1",14
0.932142857142857,"1","21","17","2","1","1",12.2
1.81928571428571,"1","21","18","2","1","1",12.2
2.70642857142857,"1","21","19","2","1","0",12.2
3.59357142857143,"1","21","20","2","1","0",12.2
4.48071428571429,"1","21","21","2","1","0",12
5.36785714285714,"1","21","22","2","1","0",12
6.255,"1","21","23","2","1","0",12.2
7.14214285714286,"1","22","0","3","1","0",10.9
8.02928571428571,"1","22","1","3","1","0",10.9
8.91642857142857,"1","22","2","3","1","0",10.4
9.80357142857143,"1","22","3","3","1","0",10.4
10.6907142857143,"1","22","4","3","1","0",8.6
11.5778571428571,"1","22","5","3","1","0",9
12.465,"1","22","6","3","1","0",8.6
59.16,"1","22","7","3","1","1",6.8
60.555,"1","22","8","3","1","1",6.8
52.785,"1","22","9","3","1","1",9
52.32,"1","22","10","3","1","1",10.9
45.39,"1","22","11","3","1","1",10.9
38.865,"1","22","12","3","1","1",14
38.16,"1","22","13","3","1","1",16
37.77,"1","22","14","3","1","1",17.1
19.935,"1","22","15","3","1","1",17.1
19.72,"1","22","16","3","1","1",17.1
19.505,"1","22","17","3","1","1",16
19.29,"1","22","18","3","1","1",15.1
19.075,"1","22","19","3","1","0",12.9
18.86,"1","22","20","3","1","0",12
18.645,"1","22","21","3","1","0",10.9
18.43,"1","22","22","3","1","0",10
18.215,"1","22","23","3","1","0",9
18,"1","23","0","4","1","0",8.1
17.785,"1","23","1","4","1","0",7
17.57,"1","23","2","4","1","0",7
17.355,"1","23","3","4","1","0",7
17.14,"1","23","4","4","1","0",7
16.925,"1","23","5","4","1","0",6.1
16.71,"1","23","6","4","1","0",6.1
95.744999,"1","23","7","4","1","1",7
128.549997,"1","23","8","4","1","1",9
133.049997,"1","23","9","4","1","1",10.9
141.599999,"1","23","10","4","1","1",14
100.589999,"1","23","11","4","1","1",18
85.2,"1","23","12","4","1","1",19.9
64.095,"1","23","13","4","1","1",21
36.63,"1","23","14","4","1","1",21.9
13.38,"1","23","15","4","1","1",21
13.71,"1","23","16","4","1","1",19.9
14.04,"1","23","17","4","1","1",18
14.37,"1","23","18","4","1","1",16
14.7,"1","23","19","4","1","0",15.1
15.03,"1","23","20","4","1","0",14
15.36,"1","23","21","4","1","0",14
15.69,"1","23","22","4","1","0",12.9
16.02,"1","23","23","4","1","0",12.9
16.35,"1","24","0","5","1","0",12
16.68,"1","24","1","5","1","0",12
17.01,"1","24","2","5","1","0",10.9
17.34,"1","24","3","5","1","0",10
17.67,"1","24","4","5","1","0",9
18,"1","24","5","5","1","0",8.1
18.33,"1","24","6","5","1","0",8.1
101.654998,"1","24","7","5","1","1",8.1
122.114998,"1","24","8","5","1","1",9
131.249998,"1","24","9","5","1","1",10
146.309996,"1","24","10","5","1","1",10.9
137.429998,"1","24","11","5","1","1",14
101.205,"1","24","12","5","1","1",16
80.34,"1","24","13","5","1","1",17.1
66.27,"1","24","14","5","1","1",18
39.825,"1","24","15","5","1","1",17.1
11.445,"1","24","16","5","1","1",16
12.69,"1","24","17","5","1","1",16
14.535,"1","24","18","5","1","1",16
12.855,"1","24","19","5","1","0",14
9.9,"1","24","20","5","1","0",15.1
2.505,"1","24","21","5","1","0",15.1
0.45,"1","24","22","5","1","0",15.1
0.513214285714286,"1","24","23","5","1","0",15.1
0.576428571428571,"1","25","0","6","0","0",15.1
0.639642857142857,"1","25","1","6","0","0",16
0.702857142857143,"1","25","2","6","0","0",16
0.766071428571429,"1","25","3","6","0","0",17.1
0.829285714285714,"1","25","4","6","0","0",18
0.8925,"1","25","5","6","0","0",19.9
0.955714285714286,"1","25","6","6","0","0",21
1.01892857142857,"1","25","7","6","0","1",21.9
1.08214285714286,"1","25","8","6","0","1",24.1
1.14535714285714,"1","25","9","6","0","1",28
1.20857142857143,"1","25","10","6","0","1",36
1.27178571428571,"1","25","11","6","0","1",37
1.335,"1","25","12","6","0","1",37
1.39821428571429,"1","25","13","6","0","1",37.9
1.46142857142857,"1","25","14","6","0","1",37
1.52464285714286,"1","25","15","6","0","1",37
1.58785714285714,"1","25","16","6","0","1",37
1.65107142857143,"1","25","17","6","0","1",36
1.71428571428571,"1","25","18","6","0","1",32
1.7775,"1","25","19","6","0","0",30.2
1.84071428571429,"1","25","20","6","0","0",28.9
1.90392857142857,"1","25","21","6","0","0",28
1.96714285714286,"1","25","22","6","0","0",27
2.03035714285714,"1","25","23","6","0","0",26.1
2.09357142857143,"1","26","0","0","0","0",25
2.15678571428571,"1","26","1","0","0","0",24.1
2.22,"1","26","2","0","0","0",24.1
2.28321428571429,"1","26","3","0","0","0",23
2.34642857142857,"1","26","4","0","0","0",21
2.40964285714286,"1","26","5","0","0","0",18
2.47285714285714,"1","26","6","0","0","0",17.1
2.53607142857143,"1","26","7","0","0","1",16
2.59928571428571,"1","26","8","0","0","1",16
2.6625,"1","26","9","0","0","1",17.1
2.72571428571429,"1","26","10","0","0","1",17.1
2.78892857142857,"1","26","11","0","0","1",19
2.85214285714286,"1","26","12","0","0","1",19
2.91535714285714,"1","26","13","0","0","1",19.9
2.97857142857143,"1","26","14","0","0","1",19.9
3.04178571428571,"1","26","15","0","0","1",19.9
3.105,"1","26","16","0","0","1",19.9
3.16821428571429,"1","26","17","0","0","1",19.9
3.23142857142857,"1","26","18","0","0","1",19.9
3.29464285714286,"1","26","19","0","0","0",19.9
3.35785714285714,"1","26","20","0","0","0",19.9
3.42107142857143,"1","26","21","0","0","0",21
3.48428571428571,"1","26","22","0","0","0",21
3.5475,"1","26","23","0","0","0",21.9
3.61071428571429,"1","27","0","1","1","0",23
3.67392857142857,"1","27","1","1","1","0",24.1
3.73714285714286,"1","27","2","1","1","0",24.1
3.80035714285714,"1","27","3","1","1","0",24.1
3.86357142857143,"1","27","4","1","1","0",25
3.92678571428571,"1","27","5","1","1","0",27
3.99,"1","27","6","1","1","0",30.9
92.819997,"1","27","7","1","1","1",37.9
135.179999,"1","27","8","1","1","1",45
144.524997,"1","27","9","1","1","1",46
120.779994,"1","27","10","1","1","1",45
80.28,"1","27","11","1","1","1",45
58.035,"1","27","12","1","1","1",45
54.87,"1","27","13","1","1","1",45
41.25,"1","27","14","1","1","1",39
12.93,"1","27","15","1","1","1",37
12.0096428571429,"1","27","16","1","1","1",30.9
11.0892857142857,"1","27","17","1","1","1",28.9
10.1689285714286,"1","27","18","1","1","1",27
9.24857142857143,"1","27","19","1","1","0",26.1
8.32821428571429,"1","27","20","1","1","0",25
7.40785714285714,"1","27","21","1","1","0",24.1
6.4875,"1","27","22","1","1","0",21.9
