"Account.No",999999999
"constant",-161.270317016186
"month2",-9.57931130193563
"month3",-0.850353136063442
"month4",-45.9677375714395
"month5",-64.0156565064455
"month6",128.37445506306
"month7",143.280557389082
"month8",120.693892707214
"month9",128.921871114778
"month10",110.990626467931
"month11",13.9857507905235
"hour1",0.229374285300129
"hour2",0.00943625485409814
"hour3",-0.0237978445325884
"hour4",18.5025272363339
"hour5",25.3230508605836
"hour6",70.2308092246638
"hour7",125.758003669028
"hour8",157.087821533753
"hour9",163.974123466325
"hour10",167.088476285218
"hour11",163.455467256231
"hour12",157.692577526184
"hour13",154.065773518862
"hour14",143.1221656377
"hour15",83.8894763176844
"hour16",55.507897832861
"hour17",50.0200582513632
"hour18",48.5374253699531
"hour19",39.935003618405
"hour20",34.3005761217247
"hour21",10.8791468809567
"hour22",3.58391268292217
"hour23",-2.70692269488201
"Day.of.Week1",94.7385103255178
"Day.of.Week2",107.638417315088
"Day.of.Week3",107.061406976293
"Day.of.Week4",102.162929102944
"Day.of.Week5",89.8765086392831
"Day.of.Week6",21.3514191455233
"temperature",0.585285089822779
